Fire Incident Alarm DateTime,Fire Incident Apparatus Dispatch Time,Fire Incident Apparatus Enroute Time,Fire Incident Arrival DateTime,Fire Incident Apparatus Clear Time,Fire Incident Incident Type
07/28/2016 07:29:51,07/28/2016 07:30:47,07/28/2016 07:31:35,07/28/2016 07:34:22,07/28/2016 07:36:33,Citizen complaint
07/28/2016 07:29:51,07/28/2016 07:30:47,07/28/2016 07:31:49,07/28/2016 07:34:22,07/28/2016 07:36:29,Citizen complaint
07/28/2016 07:29:51,07/28/2016 07:30:47,07/28/2016 07:32:08,07/28/2016 07:34:22,07/28/2016 07:41:23,Citizen complaint
07/28/2016 10:49:38,07/28/2016 10:51:04,07/28/2016 10:52:01,07/28/2016 10:55:19,07/28/2016 11:25:05,Motor vehicle accident with inju
07/28/2016 10:49:38,07/28/2016 10:51:04,07/28/2016 10:52:11,07/28/2016 10:55:19,07/28/2016 11:32:42,Motor vehicle accident with inju
07/28/2016 10:49:38,07/28/2016 10:51:04,07/28/2016 10:52:23,07/28/2016 10:55:19,07/28/2016 11:32:36,Motor vehicle accident with inju
07/28/2016 10:49:38,07/28/2016 10:51:04,07/28/2016 10:52:47,07/28/2016 10:55:19,07/28/2016 11:33:06,Motor vehicle accident with inju
07/28/2016 13:50:57,07/28/2016 13:54:52,07/28/2016 13:55:31,07/28/2016 13:58:08,07/28/2016 14:10:27,"Medical assist, assist EMS crew"
07/28/2016 15:02:39,07/28/2016 15:03:36,07/28/2016 15:04:23,07/28/2016 15:08:56,07/28/2016 15:22:42,"EMS call, excluding vehicle acci"
07/28/2016 15:06:25,07/28/2016 15:09:03,07/28/2016 15:09:50,07/28/2016 15:12:04,07/28/2016 15:13:55,Motor vehicle accident with inju
07/28/2016 15:06:25,07/28/2016 15:09:03,07/28/2016 15:09:44,07/28/2016 15:12:04,07/28/2016 15:13:45,Motor vehicle accident with inju
07/28/2016 15:06:25,07/28/2016 15:09:03,07/28/2016 15:11:32,07/28/2016 15:12:04,07/28/2016 15:13:48,Motor vehicle accident with inju
07/28/2016 15:06:25,07/28/2016 15:09:03,07/28/2016 15:10:25,07/28/2016 15:12:04,07/28/2016 15:34:19,Motor vehicle accident with inju
07/28/2016 16:55:32,07/28/2016 16:56:13,07/28/2016 16:57:06,07/28/2016 17:00:18,07/28/2016 17:16:21,"EMS call, excluding vehicle acci"
07/28/2016 16:55:57,07/28/2016 16:56:42,07/28/2016 16:56:53,07/28/2016 16:59:49,07/28/2016 17:13:30,"EMS call, excluding vehicle acci"
07/28/2016 19:39:06,07/28/2016 19:43:25,07/28/2016 19:44:25,,07/28/2016 19:46:57,Emergency Medical cancelled en r
07/28/2016 20:50:22,07/28/2016 20:50:56,07/28/2016 20:51:38,07/28/2016 20:55:50,07/28/2016 21:23:43,"EMS call, excluding vehicle acci"
07/29/2016 01:50:04,07/29/2016 01:51:09,07/29/2016 01:52:30,07/29/2016 01:56:00,07/29/2016 02:02:04,"EMS call, excluding vehicle acci"
07/29/2016 08:46:24,07/29/2016 08:47:36,07/29/2016 08:48:20,07/29/2016 08:52:03,07/29/2016 09:02:03,"EMS call, excluding vehicle acci"
07/29/2016 09:38:12,07/29/2016 09:40:53,07/29/2016 09:41:33,07/29/2016 09:45:10,07/29/2016 09:49:37,EMS Cancelled on Arrival
07/29/2016 09:47:04,07/29/2016 09:48:36,,07/29/2016 09:57:19,07/29/2016 09:49:48,"Smoke detector activation, no fi"
07/29/2016 09:47:04,07/29/2016 09:48:36,07/29/2016 09:48:58,07/29/2016 09:57:19,07/29/2016 09:49:49,"Smoke detector activation, no fi"
07/29/2016 09:47:04,07/29/2016 09:48:36,,07/29/2016 09:57:19,07/29/2016 09:49:39,"Smoke detector activation, no fi"
07/29/2016 09:47:04,07/29/2016 09:48:36,07/29/2016 09:49:50,07/29/2016 09:57:19,07/29/2016 10:07:42,"Smoke detector activation, no fi"
07/29/2016 09:47:04,07/29/2016 09:48:36,,07/29/2016 09:57:19,07/29/2016 09:49:51,"Smoke detector activation, no fi"
07/29/2016 11:57:21,07/29/2016 11:58:51,07/29/2016 11:59:11,07/29/2016 11:59:21,07/29/2016 12:21:24,"EMS call, excluding vehicle acci"
07/29/2016 13:16:06,07/29/2016 13:21:31,07/29/2016 13:24:41,07/29/2016 13:28:05,07/29/2016 13:32:15,"Good intent call, other"
07/29/2016 13:25:23,07/29/2016 13:27:10,07/29/2016 13:27:48,07/29/2016 13:33:31,07/29/2016 13:55:15,"EMS call, excluding vehicle acci"
07/29/2016 14:29:58,07/29/2016 14:31:14,07/29/2016 14:32:06,07/29/2016 14:40:33,07/29/2016 14:59:32,Assist invalid
07/29/2016 17:39:22,07/29/2016 17:40:02,07/29/2016 17:41:01,07/29/2016 17:42:57,07/29/2016 17:53:37,"EMS call, excluding vehicle acci"
07/29/2016 18:49:01,07/29/2016 18:50:13,07/29/2016 18:50:39,07/29/2016 18:53:28,07/29/2016 19:01:28,"EMS call, excluding vehicle acci"
07/29/2016 19:44:15,07/29/2016 19:44:26,07/29/2016 19:44:59,07/29/2016 19:49:31,07/29/2016 20:05:21,"EMS call, excluding vehicle acci"
07/29/2016 20:16:52,07/29/2016 20:17:34,07/29/2016 20:18:06,07/29/2016 20:28:21,07/29/2016 20:37:48,"EMS call, excluding vehicle acci"
07/29/2016 20:23:47,07/29/2016 20:26:49,07/29/2016 20:27:45,07/29/2016 20:30:28,07/29/2016 20:30:46,EMS Cancelled on Arrival
07/29/2016 20:33:40,07/29/2016 20:34:28,07/29/2016 20:35:13,07/29/2016 20:42:27,07/29/2016 20:53:41,Assist invalid
07/29/2016 20:57:24,07/29/2016 20:58:12,07/29/2016 20:59:01,07/29/2016 21:02:43,07/29/2016 21:34:20,"EMS call, excluding vehicle acci"
07/29/2016 20:57:24,07/29/2016 20:58:12,07/29/2016 20:59:23,07/29/2016 21:02:43,07/29/2016 21:28:58,"EMS call, excluding vehicle acci"
07/29/2016 20:57:24,07/29/2016 20:58:12,07/29/2016 20:59:13,07/29/2016 21:02:43,07/29/2016 22:01:27,"EMS call, excluding vehicle acci"
07/29/2016 20:57:24,07/29/2016 20:58:12,07/29/2016 20:59:20,07/29/2016 21:02:43,07/29/2016 21:29:14,"EMS call, excluding vehicle acci"
07/29/2016 23:41:56,07/29/2016 23:44:13,07/29/2016 23:45:04,07/29/2016 23:52:02,07/29/2016 23:59:22,"EMS call, excluding vehicle acci"
07/30/2016 01:44:17,07/30/2016 01:45:40,07/30/2016 01:46:49,,07/30/2016 01:59:58,"EMS call, excluding vehicle acci"
07/30/2016 02:06:56,07/30/2016 02:09:11,07/30/2016 02:10:28,,07/30/2016 02:14:34,Emergency Medical cancelled en r
07/30/2016 05:43:29,07/30/2016 05:44:33,07/30/2016 05:46:52,07/30/2016 05:53:39,07/30/2016 07:15:34,Building fire
07/30/2016 05:43:29,07/30/2016 05:46:11,07/30/2016 05:47:26,07/30/2016 05:53:39,07/30/2016 07:11:44,Building fire
07/30/2016 07:15:07,07/30/2016 07:15:26,07/30/2016 07:16:21,07/30/2016 07:19:21,07/30/2016 07:24:44,Alarm system sounded due to malf
07/30/2016 07:15:07,07/30/2016 07:15:26,07/30/2016 07:16:51,07/30/2016 07:19:21,07/30/2016 07:25:43,Alarm system sounded due to malf
07/30/2016 07:15:07,07/30/2016 07:15:26,07/30/2016 07:16:02,07/30/2016 07:19:21,07/30/2016 07:26:43,Alarm system sounded due to malf
07/30/2016 07:15:07,07/30/2016 07:15:26,07/30/2016 07:16:34,07/30/2016 07:19:21,07/30/2016 07:24:31,Alarm system sounded due to malf
07/30/2016 07:15:07,07/30/2016 07:15:26,07/30/2016 07:16:34,07/30/2016 07:19:21,07/30/2016 07:31:36,Alarm system sounded due to malf
07/30/2016 07:15:07,07/30/2016 07:15:26,07/30/2016 07:16:43,07/30/2016 07:19:21,07/30/2016 07:24:27,Alarm system sounded due to malf
07/30/2016 08:53:32,07/30/2016 08:54:48,07/30/2016 08:55:50,07/30/2016 08:57:59,07/30/2016 09:06:33,"EMS call, excluding vehicle acci"
07/30/2016 09:32:35,07/30/2016 09:34:56,07/30/2016 09:35:53,07/30/2016 09:42:10,07/30/2016 09:50:11,"EMS call, excluding vehicle acci"
07/30/2016 10:51:55,07/30/2016 10:53:12,07/30/2016 10:53:59,07/30/2016 10:56:44,07/30/2016 11:02:17,"EMS call, excluding vehicle acci"
07/30/2016 10:56:37,07/30/2016 10:57:40,07/30/2016 10:58:47,07/30/2016 11:00:51,07/30/2016 12:06:57,Gas leak (natural gas or LPG)
07/30/2016 10:56:37,07/30/2016 10:57:40,07/30/2016 10:58:43,07/30/2016 11:00:51,07/30/2016 11:13:01,Gas leak (natural gas or LPG)
07/30/2016 10:56:37,07/30/2016 10:57:40,07/30/2016 10:59:05,07/30/2016 11:00:51,07/30/2016 11:03:06,Gas leak (natural gas or LPG)
07/30/2016 10:56:37,07/30/2016 10:57:40,07/30/2016 10:59:22,07/30/2016 11:00:51,07/30/2016 11:14:46,Gas leak (natural gas or LPG)
07/30/2016 10:56:37,07/30/2016 10:57:40,07/30/2016 10:59:05,07/30/2016 11:00:51,07/30/2016 11:38:54,Gas leak (natural gas or LPG)
07/30/2016 10:56:37,07/30/2016 10:57:40,07/30/2016 10:58:31,07/30/2016 11:00:51,07/30/2016 12:08:34,Gas leak (natural gas or LPG)
07/30/2016 10:56:37,07/30/2016 11:02:22,07/30/2016 11:02:30,07/30/2016 11:00:51,07/30/2016 12:06:31,Gas leak (natural gas or LPG)
07/30/2016 11:34:03,07/30/2016 11:35:04,07/30/2016 11:35:36,07/30/2016 11:39:49,07/30/2016 12:06:06,"Medical assist, assist EMS crew"
07/30/2016 12:29:52,07/30/2016 12:31:53,07/30/2016 12:32:28,07/30/2016 12:36:00,07/30/2016 12:38:13,"EMS call, excluding vehicle acci"
07/30/2016 13:09:03,07/30/2016 13:09:39,07/30/2016 13:10:19,07/30/2016 13:13:08,07/30/2016 13:25:52,"EMS call, excluding vehicle acci"
07/30/2016 13:49:26,07/30/2016 13:52:17,07/30/2016 13:53:10,07/30/2016 13:56:07,07/30/2016 14:11:05,"EMS call, excluding vehicle acci"
07/30/2016 13:53:41,07/30/2016 13:56:55,07/30/2016 13:58:14,07/30/2016 14:00:53,07/30/2016 14:07:49,"Medical assist, assist EMS crew"
07/30/2016 14:15:16,07/30/2016 14:17:45,07/30/2016 14:18:31,07/30/2016 14:21:15,07/30/2016 14:36:53,Motor vehicle accident with inju
07/30/2016 14:15:16,07/30/2016 14:17:45,07/30/2016 14:19:41,07/30/2016 14:21:15,07/30/2016 14:48:51,Motor vehicle accident with inju
07/30/2016 14:15:16,07/30/2016 14:17:45,07/30/2016 14:18:49,07/30/2016 14:21:15,07/30/2016 14:54:46,Motor vehicle accident with inju
07/30/2016 14:15:16,07/30/2016 14:17:45,07/30/2016 14:18:34,07/30/2016 14:21:15,07/30/2016 14:22:54,Motor vehicle accident with inju
07/30/2016 14:52:13,07/30/2016 14:52:54,07/30/2016 14:54:06,07/30/2016 14:55:23,07/30/2016 14:58:10,"Malicious, mischievous false cal"
07/30/2016 14:52:13,07/30/2016 14:52:54,07/30/2016 14:53:05,07/30/2016 14:55:23,07/30/2016 15:03:52,"Malicious, mischievous false cal"
07/30/2016 14:52:13,07/30/2016 14:55:14,07/30/2016 14:55:21,07/30/2016 14:55:23,07/30/2016 14:58:16,"Malicious, mischievous false cal"
07/30/2016 14:52:13,07/30/2016 14:52:54,07/30/2016 14:53:49,07/30/2016 14:55:23,07/30/2016 14:58:12,"Malicious, mischievous false cal"
07/30/2016 14:52:13,07/30/2016 14:52:54,07/30/2016 14:53:07,07/30/2016 14:55:23,07/30/2016 14:58:26,"Malicious, mischievous false cal"
07/30/2016 14:52:13,07/30/2016 14:52:54,07/30/2016 14:53:48,07/30/2016 14:55:23,07/30/2016 15:04:50,"Malicious, mischievous false cal"
07/30/2016 14:52:13,07/30/2016 14:52:54,07/30/2016 14:54:14,07/30/2016 14:55:23,07/30/2016 14:55:10,"Malicious, mischievous false cal"
07/30/2016 15:08:14,07/30/2016 15:09:42,07/30/2016 15:10:29,07/30/2016 15:12:29,07/30/2016 15:20:09,"EMS call, excluding vehicle acci"
07/30/2016 15:54:58,07/30/2016 15:55:49,07/30/2016 15:56:50,,07/30/2016 15:58:15,Emergency Medical cancelled en r
07/30/2016 16:04:20,07/30/2016 16:05:24,07/30/2016 16:06:13,07/30/2016 16:10:14,07/30/2016 16:20:56,"EMS call, excluding vehicle acci"
07/30/2016 17:33:47,07/30/2016 17:34:58,07/30/2016 17:36:09,07/30/2016 17:37:56,07/30/2016 17:41:34,"EMS call, excluding vehicle acci"
07/30/2016 17:39:37,07/30/2016 17:43:39,07/30/2016 17:44:59,07/30/2016 17:46:38,07/30/2016 17:47:57,Oil or other combustible liquid
07/30/2016 17:39:37,07/30/2016 17:42:34,07/30/2016 17:42:54,07/30/2016 17:46:38,07/30/2016 18:19:03,Oil or other combustible liquid
07/30/2016 17:39:37,07/30/2016 17:43:39,07/30/2016 17:44:46,07/30/2016 17:46:38,07/30/2016 17:47:42,Oil or other combustible liquid
07/30/2016 17:39:37,07/30/2016 17:42:34,07/30/2016 17:42:54,07/30/2016 17:46:38,07/30/2016 18:19:03,Oil or other combustible liquid
07/30/2016 17:39:37,07/30/2016 17:43:39,07/30/2016 17:44:55,07/30/2016 17:46:38,07/30/2016 17:47:53,Oil or other combustible liquid
07/30/2016 17:39:37,07/30/2016 17:43:39,07/30/2016 17:44:52,07/30/2016 17:46:38,07/30/2016 17:47:57,Oil or other combustible liquid
07/30/2016 17:39:37,07/30/2016 17:41:03,07/30/2016 17:41:58,07/30/2016 17:46:38,07/30/2016 18:18:45,Oil or other combustible liquid
07/30/2016 18:03:41,07/30/2016 18:04:58,07/30/2016 18:05:23,07/30/2016 18:13:34,07/30/2016 18:20:38,"EMS call, excluding vehicle acci"
07/30/2016 18:03:41,07/30/2016 18:04:05,,07/30/2016 18:13:34,07/30/2016 18:04:41,"EMS call, excluding vehicle acci"
07/30/2016 18:45:23,07/30/2016 18:47:57,07/30/2016 18:49:07,07/30/2016 18:52:37,07/30/2016 19:03:48,Assist invalid
07/30/2016 20:43:44,07/30/2016 20:45:10,07/30/2016 20:46:12,07/30/2016 20:47:39,07/30/2016 20:50:58,"EMS call, excluding vehicle acci"
07/30/2016 20:53:33,07/30/2016 20:54:13,07/30/2016 20:54:56,07/30/2016 20:58:56,07/30/2016 21:03:21,"EMS call, excluding vehicle acci"
07/30/2016 21:36:18,07/30/2016 21:37:49,07/30/2016 21:38:24,07/30/2016 21:43:20,07/30/2016 21:50:03,"EMS call, excluding vehicle acci"
07/30/2016 21:42:52,07/30/2016 21:45:53,07/30/2016 21:46:38,07/30/2016 21:50:12,07/30/2016 21:50:35,EMS Cancelled on Arrival
07/30/2016 23:04:24,07/30/2016 23:06:52,07/30/2016 23:08:07,,07/30/2016 23:10:36,Emergency Medical cancelled en r
07/31/2016 01:40:26,07/31/2016 01:41:12,07/31/2016 01:43:08,07/31/2016 01:44:04,07/31/2016 01:50:35,Motor vehicle/pedestrian acciden
07/31/2016 01:40:26,07/31/2016 01:41:12,07/31/2016 01:42:48,07/31/2016 01:44:04,07/31/2016 01:46:33,Motor vehicle/pedestrian acciden
07/31/2016 01:40:26,07/31/2016 01:41:12,07/31/2016 01:42:48,07/31/2016 01:44:04,07/31/2016 01:45:55,Motor vehicle/pedestrian acciden
07/31/2016 01:40:26,07/31/2016 01:41:12,07/31/2016 01:42:26,07/31/2016 01:44:04,07/31/2016 02:21:06,Motor vehicle/pedestrian acciden
07/31/2016 05:28:32,07/31/2016 05:29:20,07/31/2016 05:30:26,07/31/2016 05:35:02,07/31/2016 05:46:37,"Arcing, shorted electrical equip"
07/31/2016 06:35:56,07/31/2016 06:37:07,07/31/2016 06:37:57,07/31/2016 06:40:40,07/31/2016 06:52:26,"Medical assist, assist EMS crew"
07/31/2016 08:15:21,07/31/2016 08:16:46,07/31/2016 08:17:19,07/31/2016 08:20:46,07/31/2016 08:32:39,"Medical assist, assist EMS crew"
07/31/2016 08:17:10,07/31/2016 08:17:54,07/31/2016 08:18:23,07/31/2016 08:21:48,07/31/2016 08:36:21,"EMS call, excluding vehicle acci"
07/31/2016 08:40:27,07/31/2016 08:42:52,07/31/2016 08:44:06,07/31/2016 08:47:19,07/31/2016 08:50:44,Dumpster or other outside trash
07/31/2016 08:40:27,07/31/2016 08:42:52,07/31/2016 08:44:03,07/31/2016 08:47:19,07/31/2016 08:49:24,Dumpster or other outside trash
07/31/2016 08:40:27,07/31/2016 08:42:52,07/31/2016 08:43:51,07/31/2016 08:47:19,07/31/2016 08:48:42,Dumpster or other outside trash
07/31/2016 08:40:27,07/31/2016 08:42:52,07/31/2016 08:43:52,07/31/2016 08:47:19,07/31/2016 08:48:37,Dumpster or other outside trash
07/31/2016 08:40:27,07/31/2016 08:42:52,07/31/2016 08:43:53,07/31/2016 08:47:19,07/31/2016 09:06:21,Dumpster or other outside trash
07/31/2016 08:40:27,07/31/2016 08:42:52,07/31/2016 08:44:02,07/31/2016 08:47:19,07/31/2016 08:48:38,Dumpster or other outside trash
07/31/2016 09:05:16,07/31/2016 09:06:07,07/31/2016 09:06:48,07/31/2016 09:10:06,07/31/2016 09:22:16,"EMS call, excluding vehicle acci"
07/31/2016 10:50:47,07/31/2016 10:55:40,07/31/2016 10:55:44,07/31/2016 10:57:49,07/31/2016 12:00:47,"Water problem, other"
07/31/2016 10:50:47,07/31/2016 10:53:56,07/31/2016 10:54:24,07/31/2016 10:57:49,07/31/2016 12:05:26,"Water problem, other"
07/31/2016 10:50:47,07/31/2016 10:53:56,07/31/2016 10:54:54,07/31/2016 10:57:49,07/31/2016 12:01:19,"Water problem, other"
07/31/2016 11:20:17,07/31/2016 11:23:11,07/31/2016 11:23:52,07/31/2016 11:25:34,07/31/2016 11:31:04,"EMS call, excluding vehicle acci"
07/31/2016 11:49:26,07/31/2016 11:50:43,07/31/2016 11:51:24,07/31/2016 11:55:42,07/31/2016 12:01:49,Public service
07/31/2016 13:30:51,07/31/2016 13:32:04,07/31/2016 13:32:45,07/31/2016 13:36:17,07/31/2016 13:38:25,EMS Cancelled on Arrival
07/31/2016 13:52:15,07/31/2016 13:55:41,07/31/2016 13:56:21,07/31/2016 13:59:59,07/31/2016 14:11:44,No incident found on arrival at
07/31/2016 14:06:04,07/31/2016 14:06:37,07/31/2016 14:07:29,07/31/2016 14:09:51,07/31/2016 14:40:15,Carbon monoxide detector activat
07/31/2016 15:20:10,07/31/2016 15:20:58,07/31/2016 15:21:50,07/31/2016 15:27:49,07/31/2016 15:42:08,"EMS call, excluding vehicle acci"
07/31/2016 15:55:53,07/31/2016 15:56:35,07/31/2016 15:57:34,07/31/2016 16:01:08,07/31/2016 16:01:51,Dispatched & canceled en route
07/31/2016 16:47:41,07/31/2016 16:48:09,07/31/2016 16:49:04,07/31/2016 16:50:22,07/31/2016 17:03:54,"EMS call, excluding vehicle acci"
07/31/2016 17:35:56,07/31/2016 17:38:30,07/31/2016 17:38:41,07/31/2016 17:40:36,07/31/2016 18:17:43,"EMS call, excluding vehicle acci"
07/31/2016 17:53:17,07/31/2016 17:54:11,07/31/2016 17:55:26,07/31/2016 17:58:33,07/31/2016 17:57:29,Motor vehicle accident with inju
07/31/2016 17:53:17,07/31/2016 17:54:11,07/31/2016 17:55:11,07/31/2016 17:58:33,07/31/2016 17:57:19,Motor vehicle accident with inju
07/31/2016 17:53:17,07/31/2016 17:54:11,07/31/2016 17:55:02,07/31/2016 17:58:33,07/31/2016 18:13:30,Motor vehicle accident with inju
07/31/2016 17:53:17,07/31/2016 17:54:11,07/31/2016 17:55:07,07/31/2016 17:58:33,07/31/2016 17:57:21,Motor vehicle accident with inju
07/31/2016 18:20:57,07/31/2016 18:21:43,07/31/2016 18:22:03,07/31/2016 18:23:48,07/31/2016 18:28:09,"EMS call, excluding vehicle acci"
07/31/2016 18:34:51,07/31/2016 18:35:32,07/31/2016 18:39:15,07/31/2016 18:40:05,07/31/2016 20:20:40,Extrication of victim(s) from ve
07/31/2016 18:34:51,07/31/2016 18:35:32,07/31/2016 18:36:56,07/31/2016 18:40:05,07/31/2016 19:59:05,Extrication of victim(s) from ve
07/31/2016 18:34:51,07/31/2016 18:35:32,07/31/2016 18:36:12,07/31/2016 18:40:05,07/31/2016 20:20:00,Extrication of victim(s) from ve
07/31/2016 18:34:51,07/31/2016 18:35:32,07/31/2016 18:36:40,07/31/2016 18:40:05,07/31/2016 19:57:04,Extrication of victim(s) from ve
07/31/2016 18:34:51,07/31/2016 18:35:32,07/31/2016 18:36:32,07/31/2016 18:40:05,07/31/2016 20:20:27,Extrication of victim(s) from ve
07/31/2016 20:49:26,07/31/2016 20:50:06,07/31/2016 20:50:53,07/31/2016 20:51:07,07/31/2016 21:18:23,"EMS call, excluding vehicle acci"
07/31/2016 20:57:20,07/31/2016 20:59:21,07/31/2016 21:00:20,07/31/2016 21:02:55,07/31/2016 21:16:22,"EMS call, excluding vehicle acci"
07/31/2016 21:13:08,07/31/2016 21:15:30,,07/31/2016 21:21:33,07/31/2016 21:16:32,"EMS call, excluding vehicle acci"
07/31/2016 21:13:08,07/31/2016 21:16:33,07/31/2016 21:16:46,07/31/2016 21:21:33,07/31/2016 21:33:38,"EMS call, excluding vehicle acci"
07/31/2016 22:07:53,07/31/2016 22:09:10,07/31/2016 22:10:11,07/31/2016 22:11:57,07/31/2016 22:22:58,"EMS call, excluding vehicle acci"
07/31/2016 23:59:57,08/01/2016 00:00:39,08/01/2016 00:01:53,,08/01/2016 00:04:06,Dispatched & canceled en route
08/01/2016 03:24:20,08/01/2016 03:25:47,08/01/2016 03:27:25,08/01/2016 03:31:36,08/01/2016 03:42:43,"Smoke detector activation, no fi"
08/01/2016 03:24:20,08/01/2016 03:25:47,08/01/2016 03:27:21,08/01/2016 03:31:36,08/01/2016 03:39:01,"Smoke detector activation, no fi"
08/01/2016 03:24:20,08/01/2016 03:25:47,08/01/2016 03:27:17,08/01/2016 03:31:36,08/01/2016 03:38:42,"Smoke detector activation, no fi"
08/01/2016 03:24:20,08/01/2016 03:25:47,08/01/2016 03:27:07,08/01/2016 03:31:36,08/01/2016 03:38:43,"Smoke detector activation, no fi"
08/01/2016 03:24:20,08/01/2016 03:25:47,08/01/2016 03:26:57,08/01/2016 03:31:36,08/01/2016 03:38:43,"Smoke detector activation, no fi"
08/01/2016 03:24:20,08/01/2016 03:25:47,08/01/2016 03:27:01,08/01/2016 03:31:36,08/01/2016 03:45:42,"Smoke detector activation, no fi"
08/01/2016 03:48:12,08/01/2016 03:51:54,08/01/2016 03:52:10,08/01/2016 03:53:32,08/01/2016 03:58:09,"EMS call, excluding vehicle acci"
08/01/2016 03:57:40,08/01/2016 04:00:41,08/01/2016 04:02:01,08/01/2016 04:07:44,08/01/2016 04:14:47,"Medical assist, assist EMS crew"
08/01/2016 06:14:50,08/01/2016 06:24:41,08/01/2016 06:25:50,08/01/2016 06:30:59,08/01/2016 06:51:04,Assist police or other governmen
08/01/2016 07:07:16,08/01/2016 07:07:32,08/01/2016 07:08:27,08/01/2016 07:10:37,08/01/2016 07:19:30,Alarm system sounded due to malf
08/01/2016 07:07:16,08/01/2016 07:07:32,08/01/2016 07:08:35,08/01/2016 07:10:37,08/01/2016 07:11:59,Alarm system sounded due to malf
08/01/2016 07:07:16,08/01/2016 07:07:32,08/01/2016 07:08:32,08/01/2016 07:10:37,08/01/2016 07:11:54,Alarm system sounded due to malf
08/01/2016 07:07:16,08/01/2016 07:07:32,08/01/2016 07:08:05,08/01/2016 07:10:37,08/01/2016 07:11:56,Alarm system sounded due to malf
08/01/2016 07:07:16,08/01/2016 07:07:32,08/01/2016 07:08:16,08/01/2016 07:10:37,08/01/2016 07:11:56,Alarm system sounded due to malf
08/01/2016 07:07:16,08/01/2016 07:07:32,08/01/2016 07:08:43,08/01/2016 07:10:37,08/01/2016 07:20:44,Alarm system sounded due to malf
08/01/2016 07:42:27,08/01/2016 07:43:43,08/01/2016 07:44:41,08/01/2016 07:47:07,08/01/2016 07:50:05,"EMS call, excluding vehicle acci"
08/01/2016 08:02:31,08/01/2016 08:04:13,08/01/2016 08:04:51,08/01/2016 08:08:23,08/01/2016 08:13:23,"EMS call, excluding vehicle acci"
08/01/2016 11:01:03,08/01/2016 11:02:30,08/01/2016 11:03:03,08/01/2016 11:06:28,08/01/2016 11:10:16,"EMS call, excluding vehicle acci"
08/01/2016 11:57:12,08/01/2016 11:59:15,08/01/2016 12:00:07,08/01/2016 12:01:29,08/01/2016 12:30:47,"EMS call, excluding vehicle acci"
08/01/2016 13:47:39,08/01/2016 13:48:18,08/01/2016 13:49:09,08/01/2016 13:54:57,08/01/2016 14:01:28,"EMS call, excluding vehicle acci"
08/01/2016 14:23:13,08/01/2016 14:24:16,08/01/2016 14:25:04,08/01/2016 14:25:26,08/01/2016 14:30:38,Alarm system sounded due to malf
08/01/2016 14:23:13,08/01/2016 14:24:16,08/01/2016 14:24:42,08/01/2016 14:25:26,08/01/2016 14:32:54,Alarm system sounded due to malf
08/01/2016 14:23:13,08/01/2016 14:24:16,08/01/2016 14:26:38,08/01/2016 14:25:26,08/01/2016 14:30:34,Alarm system sounded due to malf
08/01/2016 14:23:13,08/01/2016 14:24:16,08/01/2016 14:25:30,08/01/2016 14:25:26,08/01/2016 14:30:31,Alarm system sounded due to malf
08/01/2016 14:23:13,08/01/2016 14:24:16,08/01/2016 14:24:56,08/01/2016 14:25:26,08/01/2016 14:33:55,Alarm system sounded due to malf
08/01/2016 14:23:13,08/01/2016 14:24:16,08/01/2016 14:26:07,08/01/2016 14:25:26,08/01/2016 14:30:31,Alarm system sounded due to malf
08/01/2016 15:17:30,08/01/2016 15:18:19,08/01/2016 15:19:17,,08/01/2016 15:24:22,"Alarm system activation, no fire"
08/01/2016 15:17:30,08/01/2016 15:18:19,08/01/2016 15:19:16,,08/01/2016 15:24:23,"Alarm system activation, no fire"
08/01/2016 15:17:30,08/01/2016 15:18:19,08/01/2016 15:19:39,,08/01/2016 15:34:27,"Alarm system activation, no fire"
08/01/2016 15:17:30,08/01/2016 15:18:19,08/01/2016 15:19:56,,08/01/2016 15:24:20,"Alarm system activation, no fire"
08/01/2016 15:17:30,08/01/2016 15:18:19,08/01/2016 15:19:15,,08/01/2016 15:24:20,"Alarm system activation, no fire"
08/01/2016 15:17:30,08/01/2016 15:18:19,08/01/2016 15:19:31,,08/01/2016 15:24:20,"Alarm system activation, no fire"
08/01/2016 17:29:53,08/01/2016 17:30:17,08/01/2016 17:30:59,08/01/2016 17:32:50,08/01/2016 17:38:15,"EMS call, excluding vehicle acci"
08/01/2016 17:42:49,08/01/2016 17:43:09,08/01/2016 17:44:03,08/01/2016 17:47:18,08/01/2016 17:47:56,EMS Cancelled on Arrival
08/01/2016 17:46:41,08/01/2016 17:47:21,08/01/2016 17:48:23,08/01/2016 17:51:50,08/01/2016 17:55:07,Gas leak (natural gas or LPG)
08/01/2016 17:46:41,08/01/2016 17:47:21,08/01/2016 17:48:32,08/01/2016 17:51:50,08/01/2016 18:16:54,Gas leak (natural gas or LPG)
08/01/2016 17:46:41,08/01/2016 17:47:21,08/01/2016 17:48:22,08/01/2016 17:51:50,08/01/2016 17:55:16,Gas leak (natural gas or LPG)
08/01/2016 17:46:41,08/01/2016 17:47:21,08/01/2016 17:48:12,08/01/2016 17:51:50,08/01/2016 17:55:09,Gas leak (natural gas or LPG)
08/01/2016 17:46:41,08/01/2016 17:48:30,08/01/2016 17:49:09,08/01/2016 17:51:50,08/01/2016 18:16:35,Gas leak (natural gas or LPG)
